Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
03 Feminino,MODA JOVEM MALHA,SAZONAL,TOP MOLETOM,268218,MOLETOM CANG BROOKLY,"17,29%","2,68%",Slow,"2,68%",,,,,,,,,,,,Não Estratégico,569,S,2832,3288,ASSURER,79.99,79.99,66,13,31138,48561,184697,2309,655,31138,14/03/2024,2024-05-06 00:00:00,87,109,,,1,N,0.641213699734808,202403,78382,263007.12,23.84,0.701976433185535
03 Feminino,MODA JOVEM MALHA,SAZONAL,CALCA MOLETOM,268221,CALCA MOL PAT TENNIS,"9,48%","1,47%",Slow,"1,47%",,,,,,,,,,,,Não Estratégico,284,S,2960,2999,ASSURER,69.99,69.99,66,13,13953,21107,184984,2643,332,14050,14/03/2024,2024-05-06 00:00:00,123,124,,,1,N,0.661233418804384,202403,57642,209900.01,19.22,0.725381909224302
05 Calçados,CALCADO INFANTIL,MENINA,SANDALIA INFA FX7,268234,SAND INFA LUELUA BIR,"70,69%","70,69%",Good,"3,47%","8,35%","8,55%","3,64%","2,69%","2,54%","2,17%","1,49%","1,64%","6,31%","16,69%","13,15%",Não Estratégico,3317,N,2523,7860,LUELUA,89.99,89.99,51,237,20208,37048,120137,1335,6425,305174,18/09/2023,2023-09-25 00:00:00,71,128,134985,1500,7,N,0.542846132538761,202309,314400,707321.4,40,0.555506167351928
05 Calçados,CALCADO FEMININO,SAPATO,SAPATILHA FX2,268236,MULE AVSHOES 2518 HH,"52,03%","52,03%",Slow,"6,85%","6,85%","6,59%","4,89%","3,91%","3,51%","3,73%","2,28%","1,99%","2,25%","3,77%","5,40%",Não Estratégico,1436,N,1789,6240,HANAH,59.99,59.99,76,272,12608,21796,84406,1407,4798,161794,08/08/2023,2023-08-21 00:00:00,82,147,,,6,N,0.575237878122808,202308,155376,374337.6,24.9,0.584930821803634
03 Feminino,FEMININO JEANS,BOTTON LONGO,KVI CALCA MESA JEANS,268240,CIG PALA COR PTO 501,"72,10%","53,22%",Good,"2,50%","3,35%","3,78%","7,88%","8,79%","8,73%","8,40%","9,80%",,,,,Não Estratégico,6853,S,6247,9504,VITATEX,69.99,69.99,27,62,63916,134144,168067,2358,5526,180370,08/03/2024,2024-03-18 00:00:00,101,134,302357,4320,5,S,0.475536296066866,202403,342014,665184.96,35.99,0.485836540862259
03 Feminino,FEMININO JEANS,BOTTON CURTO,KVI SHORT JOVEM MESA,268241,SHORTS JUSTO BARRA G,"70,59%","70,59%",Good,"10,92%","9,15%","7,61%","6,30%","8,28%","8,34%","4,08%","3,46%","3,68%","3,38%","2,54%","2,84%",Não Estratégico,4221,N,5555,5980,A.S.C INDUSTRIA E COMERCIO DE ROUPAS IMPORTACAO E,49.99,49.99,271,258,575,1344,7849,157,5766,119048,22/08/2023,2023-09-04 00:00:00,7,48,,,1,N,0.420101005488559,202308,170430,298940.2,28.5,0.429885977195439
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268242,GAR INF PANDA BIC E,"88,71%","88,71%",Best,"7,88%","11,75%","9,75%","10,67%","7,17%","6,04%","11,13%","9,50%","4,25%","4,75%","2,71%","3,13%",Não Estratégico,2129,N,2188,2400,AMAZING IDEA PRODUCTS CO LTD,19.99,19.99,163,153,282,496,1600,80,2332,26477,08/12/2023,2023-12-18 00:00:00,2,28,,,1,N,0.579610868126559,202312,13787,47976,5.74,0.712624645656161
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268243,GAR INF FOX BIC E TA,"97,29%","97,29%",Best,"9,13%","16,71%","17,04%","16,75%","14,21%","8,71%","6,71%","3,50%","1,58%","1,08%","0,96%","0,92%",Não Estratégico,2335,N,2264,2400,AMAZING IDEA PRODUCTS CO LTD,19.99,19.99,163,153,36,60,180,9,2385,27043,08/12/2023,2023-12-18 00:00:00,,18,,,1,N,0.579221439031459,202312,13787,47976,5.74,0.712624645656161
10 Acessorios Av,UNDERWEAR,CUECA INFANTIL,CUECA BOXER INFO,268244,CUECA BOXER INF ESTA,"48,20%","48,20%",Slow,"1,67%","3,00%","2,96%","3,67%","3,42%","3,90%","3,56%","4,60%","4,33%","5,17%","5,08%","6,83%",Não Estratégico,4639,N,5808,14760,OVIMAR INDUSTRIA E COMERCIO DE MALJAS LTDA EPP,12.99,12.99,55,230,4881,8391,23525,1811,12784,94137,20/09/2023,2023-10-02 00:00:00,113,161,59702,4596,7,N,0.579191402988601,202309,78966,191732.4,5.35,0.588144726712856
10 Acessorios Av,UNDERWEAR,CUECA INFANTIL,CUECA BOXER INFO,268245,CUECA BOXER INF PTO,"42,49%","42,49%",Slow,"0,72%","1,31%","1,62%","1,93%","1,38%","2,17%","2,10%","3,62%","4,55%","5,06%","6,54%","11,50%",Não Estratégico,1234,N,2103,4200,OVIMAR INDUSTRIA E COMERCIO DE MALJAS LTDA EPP,12.99,12.99,76,230,1635,2828,16381,1261,2890,21317,20/09/2023,2023-10-02 00:00:00,76,135,,,6,N,0.57960424640088,202309,22470,54558,5.35,0.588144726712856
10 Acessorios Av,UNDERWEAR,CUECA INFANTIL,CUECA BOXER INFO,268246,CUECA BOXER INF MRH,"34,54%","34,54%",Slow,"1,07%","2,34%","1,55%","1,24%","1,27%","1,52%","1,69%","4,55%","3,68%","4,79%","4,72%","6,13%",Não Estratégico,1003,N,2143,4200,OVIMAR INDUSTRIA E COMERCIO DE MALJAS LTDA EPP,12.99,12.99,69,230,1664,2873,15147,1166,2997,22184,20/09/2023,2023-10-02 00:00:00,72,133,10912,840,6,N,0.580452214996277,202309,22470,54558,5.35,0.588144726712856
04 Infantil,INFANTIL MENINA,BOTTON,CALÇA LEGGING,268247,LEGGING 044550-3 GLI,"88,78%","88,78%",Best,"5,64%","18,19%","5,61%","3,97%","7,97%","9,17%","9,92%","10,36%","8,25%","3,75%","3,36%","2,58%",Não Estratégico,3196,N,2644,3600,L X TEXTIL LTDA,,25.99,144,160,526,866,1872,72,3526,54622,05/12/2023,2023-12-11 00:00:00,5,26,,,2,S,0.607706661599266,202312,36000,93564,10,0.615236629472874
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268248,CONJ MOLETOM 101-1 C,"22,42%","7,21%",Slow,"2,15%","2,00%","3,05%",,,,,,,,,,Não Estratégico,448,S,1927,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,27,13328,19956,110445,1578,419,18611,11/03/2024,2024-04-22 00:00:00,93,99,,,1,S,0.674022064019047,202403,37872,139840.02,18.96,0.729173022143446
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268249,CONJ MOLETOM 101-2 C,"22,58%","7,26%",Slow,"2,20%","2,05%","3,00%",,,,,,,,,,Não Estratégico,451,S,1933,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,27,13016,19536,111145,1588,406,17927,11/03/2024,2024-04-22 00:00:00,96,99,,,1,S,0.672228661510153,202403,37872,139840.02,18.96,0.729173022143446
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268250,CONJ MOLETOM 101-3 C,"66,25%","32,34%",Good,"9,45%","11,11%","4,99%","2,56%","4,23%",,,,,,,,Não Estratégico,1395,S,1982,2106,BRILLIANT STANDARD LIMITED,59.99,69.99,69,41,15607,23329,77829,1112,964,44108,11/03/2024,2024-04-08 00:00:00,96,130,,,1,S,0.680220370482607,202403,39920,147398.94,18.96,0.729173357691717
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268251,CONJ MOLETOM 101-4 C,"34,57%","11,11%",Slow,"3,66%","3,18%","4,27%",,,,,,,,,,Não Estratégico,728,S,2017,2106,BRILLIANT STANDARD LIMITED,59.99,69.99,69,27,15875,23654,110865,1584,524,23581,11/03/2024,2024-04-22 00:00:00,145,169,,,1,S,0.677048740696417,202403,39920,147398.94,18.96,0.729173357691717
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268252,CONJ MOLETOM 101-5 C,"46,20%","18,70%",Slow,"4,13%","4,94%","3,70%","5,93%",,,,,,,,,Não Estratégico,973,S,2017,2106,BRILLIANT STANDARD LIMITED,59.99,69.99,69,34,20695,30909,96797,1383,699,31306,11/03/2024,2024-04-15 00:00:00,125,163,,,1,S,0.675923986711882,202403,39920,147398.94,18.96,0.729173357691717
04 Infantil,PP MENINA,SAZONAL,CONJUNTO MOLETON,268253,CONJ MOLETOM 101-6 C,"26,63%","8,56%",Slow,"2,95%","2,05%","3,55%",,,,,,,,,,Não Estratégico,532,S,1926,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,27,14922,22901,105685,1510,488,21209,11/03/2024,2024-04-22 00:00:00,93,103,,,1,S,0.661469020437838,202403,37872,139840.02,18.96,0.729173022143446
05 Calçados,CALCADO FEMININO,TENIS,CASUAL FX2,268255,TENIS CASUAL STAR FE,"57,75%","57,75%",Good,"3,51%","3,95%","5,47%","6,96%","12,32%","6,23%","3,41%","2,68%","3,22%","2,43%","3,62%","3,95%",Estratégico,1594,N,2480,2760,STAR FEET CALCADOS INSDUSTRIA E COMERCIO EIRELI,79.99,79.99,165,181,2815,5084,41195,515,2231,95080,07/11/2023,2023-11-20 00:00:00,28,105,,,2,N,0.549778372738907,202311,96324,220772.4,34.9,0.563695461932742
04 Infantil,PP MENINO,SAZONAL,CONJUNTO MOLETON,268256,CONJ MOLETOM 101-01,"33,30%","7,93%",Slow,"2,75%","5,18%",,,,,,,,,,,Não Estratégico,701,S,2041,2106,BRILLIANT STANDARD LIMITED,59.99,69.99,69,20,20087,29884,112124,1602,486,21429,11/03/2024,2024-04-29 00:00:00,141,163,,,1,S,0.673377001890139,202403,39929,147398.94,18.96,0.729106600088169
04 Infantil,PP MENINO,SAZONAL,CONJUNTO MOLETON,268257,CONJ MOLETOM 101-02,"61,73%","30,13%",Good,"6,71%","10,56%","4,80%","3,45%","4,60%",,,,,,,,Não Estratégico,1233,S,1898,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,41,21146,31754,70130,1002,988,44467,11/03/2024,2024-04-08 00:00:00,80,106,,,1,S,0.676115960548125,202403,37882,139840.02,18.96,0.729106303045437
04 Infantil,PP MENINO,SAZONAL,CONJUNTO MOLETON,268260,CONJ MOLETOM 101-05,"53,70%","26,21%",Slow,"5,85%","10,46%","4,05%","2,45%","3,40%",,,,,,,,Não Estratégico,1074,S,1921,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,41,18326,27425,78109,1116,883,39860,11/03/2024,2024-04-08 00:00:00,79,111,,,1,S,0.68003970452951,202403,37882,139840.02,18.96,0.729106303045437
04 Infantil,PP MENINO,SAZONAL,CONJUNTO MOLETON,268261,CONJ MOLETOM 101-06,"35,97%","11,56%",Slow,"4,20%","3,30%","4,05%",,,,,,,,,,Não Estratégico,719,S,1867,1998,BRILLIANT STANDARD LIMITED,59.99,69.99,69,27,20971,31577,90987,1300,697,30705,11/03/2024,2024-04-22 00:00:00,85,98,,,1,S,0.671451392632328,202403,37882,139840.02,18.96,0.729106303045437
04 Infantil,PP MENINO,SAZONAL,CONJUNTO MOLETON,268262,CONJ MOLETOM 101-07,"69,85%","34,09%",Good,"8,36%","11,73%","5,65%","3,75%","4,61%",,,,,,,,Não Estratégico,1471,S,2012,2106,BRILLIANT STANDARD LIMITED,59.99,69.99,69,41,21008,31483,70480,1007,1099,49584,11/03/2024,2024-04-08 00:00:00,84,151,,,1,S,0.677159527058549,202403,39929,147398.94,18.96,0.729106600088169
01 Lar,PAREDE,CORTINA,CORTINA PORTA P1,268263,CORT PRATIKA 260X230,"49,62%","49,62%",Slow,"0,83%","2,57%","2,94%","2,30%","3,15%","4,10%","5,30%","6,95%","4,84%","4,25%","5,30%","7,10%",Não Estratégico,1621,N,1812,10710,BELLA JANELA,149.99,149.99,37,272,66034,123770,377225,2515,7256,567649,16/08/2023,2023-08-21 00:00:00,169,172,112043,747,22,N,0.531518784572931,202308,736326,1606392.9,68.75,0.541627705152332
01 Lar,CAMA,MANTA,KVI MANTA CASAL,268264,MANTA CS ESTAMP 170G,"40,52%","40,52%",Slow,"1,40%","2,08%","3,02%","4,27%","3,72%","2,88%","2,13%","2,36%","2,56%","7,47%","6,06%","2,57%",Estratégico,9117,N,17676,30000,VEDETE,39.99,39.99,192,279,12818,25945,76821,1921,27889,398414,01/08/2023,2023-08-14 00:00:00,64,103,171557,4290,5,N,0.419111223515412,202308,594000,1199700,19.8,0.504876219054764
04 Infantil,JUVENIL MENINA,SAZONAL,CALÇA MOLETON,268265,CALCA MOLETOM 104-01,"29,59%","14,44%",Slow,"1,30%","6,30%","2,04%","1,94%","2,87%",,,,,,,,Não Estratégico,639,S,2098,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,65,41,11104,16713,94725,1579,554,21071,15/03/2024,2024-04-08 00:00:00,109,123,,,1,S,0.674785067710277,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINA,SAZONAL,CALÇA MOLETON,268266,CALCA MOLETOM 104-02,"38,17%","12,27%",Slow,"4,54%","2,92%","4,81%",,,,,,,,,,Não Estratégico,824,S,2047,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,66,27,15866,23688,92325,1539,606,23055,14/03/2024,2024-04-22 00:00:00,101,127,,,1,S,0.674486656807201,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINA,SAZONAL,CALÇA MOLETON,268267,CALCA MOLETOM 104-03,"53,31%","26,02%",Slow,"3,98%","9,31%","4,72%","3,24%","4,77%",,,,,,,,Não Estratégico,1151,S,2072,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,66,41,16907,25353,73728,1229,892,34438,14/03/2024,2024-04-08 00:00:00,81,110,,,1,S,0.67770748719951,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINA,SAZONAL,CALÇA MOLETON,268268,CALCA MOLETOM 104-04,"26,76%","10,83%",Slow,"4,77%","2,36%","1,39%","2,31%",,,,,,,,,Não Estratégico,578,S,2099,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,66,34,9791,14693,101084,1685,468,17949,14/03/2024,2024-04-15 00:00:00,49,50,,,1,S,0.676261115186507,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268269,TOP MOLET. 106-1 C/,"31,34%","12,69%",Slow,"3,98%","3,43%","1,71%","3,56%",,,,,,,,,Não Estratégico,677,S,2087,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,12717,19629,135104,1689,466,23075,15/03/2024,2024-04-15 00:00:00,107,125,,,1,S,0.653277245307068,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268271,TOP MOLET. 106-2 C/,"41,98%","16,99%",Slow,"5,83%","3,61%","3,61%","3,94%",,,,,,,,,Não Estratégico,907,S,2022,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,15950,24488,120465,1506,632,31899,15/03/2024,2024-04-15 00:00:00,95,121,,,1,S,0.657683172236334,202403,50459,172778.4,23.36,0.70795585559306
03 Feminino,FEMININO CLÁSSICO,TOP MC,TOP MC,268272,TOP MLH MC TRICOLOR,"83,07%","83,07%",Best,"9,31%","36,81%","13,99%","4,68%","3,34%","3,25%","2,32%","2,67%","2,05%","1,96%","1,16%","1,52%",Não Estratégico,1864,N,2159,2244,BABILONIA INDUSTRIA E COMERCIO DE CONFECCOES LTDA,49.99,49.99,167,160,2013,3655,6199,124,2125,57842,04/12/2023,2023-12-11 00:00:00,2,52,,,1,N,0.554147840600152,202312,49144,112177.56,21.9,0.561912382476495
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268273,TOP MOLET. 106-1 C/,"41,52%","16,81%",Slow,"5,19%","4,63%","2,92%","4,07%",,,,,,,,,Não Estratégico,897,S,2046,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,15376,23470,125985,1575,571,29143,15/03/2024,2024-04-15 00:00:00,97,124,,,1,S,0.660105421164824,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268274,TOP MOLET. 106-1 C/,"76,52%","30,97%",Best,"12,18%","6,94%","4,95%","6,90%",,,,,,,,,Não Estratégico,1653,S,1947,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,26198,40152,81830,1023,1136,57564,15/03/2024,2024-04-15 00:00:00,58,106,,,1,S,0.658487697342254,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268275,TOP MOLET. 106-1 C/,"18,00%","5,79%",Slow,"2,04%","1,02%","2,73%",,,,,,,,,,Não Estratégico,389,S,2100,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,11955,18498,144542,1807,339,16702,15/03/2024,2024-04-22 00:00:00,49,49,,,1,S,0.652131470416657,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268276,TOP MOLET. 106-1 C/,"53,42%","21,62%",Slow,"4,44%","5,28%","4,95%","6,94%",,,,,,,,,Não Estratégico,1154,S,1988,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,27934,42993,107107,1339,832,41450,15/03/2024,2024-04-15 00:00:00,67,106,,,1,S,0.654660332979754,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268277,TOP MOLET. 106-1 C/,"15,75%","7,69%",Slow,"2,08%","2,36%","1,02%","0,74%","1,48%",,,,,,,,Não Estratégico,340,S,2115,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,41,5107,7867,153501,1919,241,12185,15/03/2024,2024-04-08 00:00:00,109,113,,,1,S,0.657986197362595,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268278,TOP MOLET. 106-1 C/,"19,73%","6,34%",Slow,"1,99%","1,53%","2,82%",,,,,,,,,,Não Estratégico,426,S,2087,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,10356,16235,146782,1835,324,15896,15/03/2024,2024-04-22 00:00:00,109,120,,,1,S,0.643159100914105,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268279,TOP MOLETOM BSC LISO,"44,86%","21,90%",Slow,"4,17%","7,82%","3,98%","2,31%","3,61%",,,,,,,,Não Estratégico,969,S,2073,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,41,11192,17619,85426,1424,712,26528,15/03/2024,2024-04-08 00:00:00,85,109,,,1,N,0.646863719946579,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268280,TOP MOLETOM BSC LISO,"67,89%","38,80%",Good,"9,44%","9,40%","9,31%","3,89%","2,45%","4,31%",,,,,,,Não Estratégico,1466,S,1971,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,48,10799,16860,66529,1109,1023,38843,15/03/2024,2024-04-01 00:00:00,64,94,,,1,N,0.651184923905354,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,JUVENIL MENINA,SAZONAL,TOP MOLETON,268281,TOP MOLETOM BSC LISO,"67,41%","38,52%",Good,"9,54%","9,77%","9,35%","4,03%","2,59%","3,24%",,,,,,,Não Estratégico,1456,S,1967,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,48,10838,17001,65390,1090,1047,39631,15/03/2024,2024-04-01 00:00:00,56,89,,,1,N,0.650487323707393,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,JUVENIL MENINO,SAZONAL,CALÇA MOLETON,268283,CALCA MOLETOM 104-1,"45,07%","18,24%",Slow,"8,38%","3,38%","2,69%","3,80%",,,,,,,,,Não Estratégico,973,S,1985,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,65,34,13997,20974,83267,1388,712,27403,15/03/2024,2024-04-15 00:00:00,69,86,,,1,S,0.67702658264095,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINO,SAZONAL,CALÇA MOLETON,268284,CALCA MOLETOM 104-2,"38,02%","12,22%",Slow,"3,89%","3,52%","4,81%",,,,,,,,,,Não Estratégico,821,S,2097,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,65,27,15618,23366,94965,1583,577,21800,15/03/2024,2024-04-22 00:00:00,113,133,,,1,S,0.672963989586681,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINO,SAZONAL,CALÇA MOLETON,268285,CALCA MOLETOM 104-2,"34,24%","16,71%",Slow,"2,41%","5,93%","2,96%","1,99%","3,43%",,,,,,,,Não Estratégico,740,S,2108,2160,BRILLIANT STANDARD LIMITED,49.99,59.99,65,41,13165,19774,89686,1495,640,24507,15/03/2024,2024-04-08 00:00:00,100,120,,,1,S,0.675914331766375,202403,34494,129578.4,15.97,0.733800077790743
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268287,TOP MOLETOM 106-2 C/,"67,84%","21,81%",Good,"6,16%","6,94%","8,70%",,,,,,,,,,Não Estratégico,1465,S,2082,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,28141,43062,109507,1369,776,38922,15/03/2024,2024-04-22 00:00:00,103,143,,,1,S,0.656282885435216,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268288,TOP MOLETOM 106-3 C/,"40,75%","23,29%",Slow,"7,22%","5,69%","4,49%","2,04%","1,34%","2,50%",,,,,,,Não Estratégico,880,S,2030,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,48,12197,18821,108867,1361,745,37786,15/03/2024,2024-04-01 00:00:00,76,91,,,1,S,0.659804527248389,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268289,TOP MOLETOM 106-4 C/,"54,82%","26,76%",Slow,"5,93%","9,35%","4,21%","2,82%","4,44%",,,,,,,,Não Estratégico,1184,S,2054,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,41,18573,28687,100388,1255,858,43036,15/03/2024,2024-04-08 00:00:00,71,106,,,1,S,0.656509832206288,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268290,TOP MOLETOM 106-5 C/,"42,35%","13,61%",Slow,"2,82%","3,70%","7,08%",,,,,,,,,,Não Estratégico,915,S,2100,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,24170,37259,123905,1549,599,29703,15/03/2024,2024-04-22 00:00:00,97,131,,,1,S,0.651289379306958,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268291,TOP MOLETOM 106-6 C/,"29,97%","14,63%",Slow,"2,73%","5,09%","2,69%","1,67%","2,45%",,,,,,,,Não Estratégico,647,S,2122,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,41,13372,20727,129584,1620,540,26722,15/03/2024,2024-04-08 00:00:00,87,112,,,1,S,0.65321802128097,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268292,TOP MOLETOM 106-7 C/,"61,65%","19,81%",Good,"5,51%","6,71%","7,59%",,,,,,,,,,Não Estratégico,1332,S,2045,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,26202,39915,110867,1386,748,37838,15/03/2024,2024-04-22 00:00:00,106,143,,,1,S,0.658184998657091,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268293,TOP MOLETOM 106-8 C/,"28,82%","11,67%",Slow,"2,78%","2,64%","2,41%","3,84%",,,,,,,,,Não Estratégico,623,S,2097,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,11697,17871,141503,1769,392,19776,15/03/2024,2024-04-15 00:00:00,123,135,,,1,S,0.657580448065173,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268294,TOP MOLETOM 106-9 C/,"48,40%","15,56%",Slow,"4,58%","4,68%","6,30%",,,,,,,,,,Não Estratégico,1045,S,2049,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,20394,30981,122705,1534,566,28752,15/03/2024,2024-04-22 00:00:00,110,139,,,1,S,0.659129866238547,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268295,TOP MOLETOM 106-10 C,"46,18%","26,39%",Slow,"6,48%","5,83%","5,28%","2,50%","2,13%","4,17%",,,,,,,Não Estratégico,998,S,2080,2160,BRILLIANT STANDARD LIMITED,69.99,79.99,65,48,16095,24734,105987,1325,837,42535,15/03/2024,2024-04-01 00:00:00,61,89,,,1,S,0.660133284290674,202403,50459,172778.4,23.36,0.70795585559306
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268296,TOP MOLETOM BSC LISO,"57,08%","23,10%",Good,"6,62%","5,51%","4,68%","6,30%",,,,,,,,,Não Estratégico,1233,S,2048,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,34,17065,27343,80567,1343,791,28619,15/03/2024,2024-04-15 00:00:00,83,122,,,1,N,0.629654760600368,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268297,TOP MOLETOM BSC LISO,"51,98%","25,37%",Slow,"5,14%","9,07%","3,80%","2,73%","4,63%",,,,,,,,Não Estratégico,1123,S,2111,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,41,12019,18731,83747,1396,752,28342,15/03/2024,2024-04-08 00:00:00,86,117,,,1,N,0.64947790686083,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268298,TOP MOLETOM BSC LISO,"54,25%","26,48%",Slow,"5,74%","9,12%","4,81%","3,01%","3,80%",,,,,,,,Não Estratégico,1172,S,2056,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,41,12326,19421,79007,1317,840,31248,15/03/2024,2024-04-08 00:00:00,69,104,,,1,N,0.645940646127933,202403,38485,129578.4,17.82,0.702997721842529
